feature,mean_importance
Stock Index Value,-0.036643201857630016
Unemployment Rate (%),-0.019146174835333873
Country_China,-0.01061662010973725
Interest Rate (%),-0.00818131191143583
Country_France,-0.004802538596318806
Country_Australia,-0.00039354555648061227
Country_Japan,0.00016977157771282946
GDP Growth Rate (%),0.002948369709508336
Country_Germany,0.004271439981570424
Country_UK,0.00625374485263146
Country_Canada,0.008647094815207179
Country_USA,0.013050899391825821
Country_Brazil,0.018407790903541388
Country_India,0.02986481705046109
