feature,mean_importance
Country_Canada,-0.05828777893079438
Unemployment Rate (%),-0.04923321469534843
Stock Index Value,-0.03220115876404246
Country_USA,-0.023688534399295504
GDP Growth Rate (%),-0.01997881092849325
Country_China,-0.00878142926618195
Country_UK,-0.007663415205625146
Country_Australia,0.0040205929538466465
Country_Japan,0.006826106135397403
Country_Germany,0.007622947291679516
Country_France,0.0099947778141817
Country_India,0.015124767919021575
Interest Rate (%),0.01528508353455269
Country_Brazil,0.024411165162364235
