feature,mean_importance
Country_India,-0.00493428063495629
Country_Canada,-0.004350585627037784
Country_Australia,-0.00043907555031008627
Stock Index Value,-0.000378393671625199
Country_China,-0.00014387478856039415
GDP Growth Rate (%),0.0008051531385101285
Country_UK,0.0009001285261734715
Country_Brazil,0.0020906929611613557
Country_USA,0.003076090868107828
Country_Japan,0.0032802662866167954
Unemployment Rate (%),0.01450786629815668
Country_France,0.015009408784105505
Interest Rate (%),0.017140498297618968
Country_Germany,0.019721435943619615
