feature,mean_importance
Country_Germany,-0.03091037176682383
Country_Brazil,-0.004401174100059513
Country_UK,-0.00293590128943193
Unemployment Rate (%),-0.0028182800801425543
Country_Japan,-0.0023239415894256376
Country_China,-0.0005904734368650244
Country_Australia,-0.00011473111944635406
Country_France,0.00016849294985812335
Interest Rate (%),0.0026113047201347106
Stock Index Value,0.0027303442597671258
Country_India,0.004077910741183732
Country_USA,0.007294720125059407
GDP Growth Rate (%),0.01199361702960915
Country_Canada,0.027036829643623816
