feature,shap_importance
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.10703271492790244
Stock Index Value,0.07542519270044476
Interest Rate (%)_sum_Unemployment Rate (%),0.06745544534533503
Stock Index Value_multiply_GDP Growth Rate (%),0.06544546546877764
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.047817217340659204
Stock Index Value_ratio_Interest Rate (%),0.04530074853941686
Unemployment Rate (%),0.025487936952282946
Country_Germany,0.014402147179150513
GDP Growth Rate (%),0.007513194314304814
GDP Growth Rate (%)_ratio_Stock Index Value,0.0050093914986892
Country_France,0.0
Country_India,0.0
Country_Japan,0.0
Country_China,0.0
Country_USA,0.0
Country_Canada,0.0
Country_Brazil,0.0
Stock Index Value_ratio_GDP Growth Rate (%),0.0
Country_Australia,0.0
Interest Rate (%),0.0
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0
Interest Rate (%)_ratio_Stock Index Value,0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_UK,0.0
