feature,mean_importance
GDP Growth Rate (%),-0.09190594698869185
Country_Japan,-0.07535176616615269
Country_USA,-0.06854359050444678
Unemployment Rate (%),-0.05749567434758181
Country_Germany,-0.05556885745329097
Country_UK,-0.030942877482491672
Country_China,-0.025573676424199877
Country_Brazil,-0.02332971611659116
Country_India,-0.017441249606390218
Country_Australia,0.00010742138265160684
Country_Canada,0.015005058112984715
Country_France,0.021348617629909805
Stock Index Value,0.03570901547130627
Interest Rate (%),0.06258524352560521
