feature,mean_importance
Country_USA,-0.010343559475608588
Country_UK,-0.009463779118041993
Country_India,-0.008634514079210388
Country_Canada,-0.00045305217279669743
Country_Australia,0.0019801643921778743
Country_Germany,0.0035014896152643082
Interest Rate (%),0.005726472095132129
Unemployment Rate (%),0.006339773465979715
Stock Index Value,0.009865206531852477
Country_China,0.011032602751129873
Country_Brazil,0.01443910263083068
Country_Japan,0.018032601569555683
GDP Growth Rate (%),0.01905399830462069
Country_France,0.02720520076285351
