feature,shap_importance
Unemployment Rate (%),0.06483891066916014
GDP Growth Rate (%),0.04726723779082573
Stock Index Value,0.04520399017511151
Interest Rate (%),0.02489518115241412
Country_Canada,0.01793472647532917
Country_USA,0.006166639428400215
Country_Brazil,0.00263880786835682
Country_France,0.0024944432212724867
Country_India,0.0023889865216935686
Country_Australia,0.0022775308203718263
Country_China,0.0016389687862204104
Country_UK,0.0010450805201584422
Country_Japan,0.0006685451147645325
Country_Germany,0.0006325725588412266
