feature,shap_importance
Unemployment Rate (%),0.08586446985347435
GDP Growth Rate (%),0.0447276414207539
Stock Index Value,0.035303865313285686
Interest Rate (%),0.030248026091195084
Country_USA,0.016683713359090014
Country_India,0.005768503266078761
Country_Canada,0.003112723889236228
Country_Brazil,0.0030577124584303377
Country_Germany,0.0016141371738263312
Country_Japan,0.0011256654688741705
Country_Australia,0.0008451137270394713
Country_France,0.0006961658032595024
Country_China,0.000248312750650131
Country_UK,0.0
