feature,mean_importance
Stock Index Value,-0.11212203395532354
GDP Growth Rate (%),-0.09825928150685304
Country_Germany,-0.05638865036289786
Unemployment Rate (%),-0.05398977235240152
Country_Brazil,-0.048386746886598345
Country_USA,-0.04563513714119356
Country_UK,-0.039710218323708135
Country_China,-0.022381726009724722
Country_Japan,-0.020158486719069123
Country_Australia,-0.01564880973190643
Country_India,-0.006573133910925177
Interest Rate (%),0.003731236591291731
Country_Canada,0.004919366065219632
Country_France,0.020702820036571402
