feature,mean_importance
Stock Index Value_multiply_GDP Growth Rate (%),-0.02021830872197965
Stock Index Value,-0.016546747274404396
GDP Growth Rate (%),-0.0031206135871773453
Interest Rate (%)_sum_Unemployment Rate (%),-0.000883750515975379
Stock Index Value_ratio_GDP Growth Rate (%),-8.048539196181537e-05
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_USA,0.0
Country_UK,0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Country_India,0.0
Country_Japan,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Unemployment Rate (%),0.0
Country_Germany,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.001103753850211975
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.0016660511951892333
Interest Rate (%)_ratio_Stock Index Value,0.0025463793549739934
Interest Rate (%),0.01279590329376279
Interest Rate (%)_multiply_GDP Growth Rate (%),0.015824833727838293
