feature,mean_importance
GDP Growth Rate (%),-0.028470416333506554
Country_Japan,-0.018869515361283718
Unemployment Rate (%),-0.012679426510793013
Country_USA,-0.010753224865427624
Country_UK,-0.009908642665310063
Country_Germany,-0.00805030911015434
Country_Brazil,-0.0062193715744731206
Country_France,-0.004434989186606541
Country_India,-0.0034876420583864753
Country_China,-0.0032820224369045636
Interest Rate (%),-0.0031120226595248825
Country_Australia,-0.0018324944011269384
Country_Canada,-0.0009719792602028044
Stock Index Value,0.011243190121970548
