feature,mean_importance
Country_Australia,-0.022728286265886032
Stock Index Value,-0.02125427810046554
Country_China,-0.005725419884457783
Country_Japan,-0.0011626605067265538
Country_USA,0.013272143230818888
Unemployment Rate (%),0.017218575570038853
GDP Growth Rate (%),0.018023733489112615
Country_Brazil,0.01818523497703084
Country_Canada,0.03279276646237732
Country_France,0.04711895283095704
Country_UK,0.05808268788947639
Interest Rate (%),0.05814838055510259
Country_India,0.06019678752554798
Country_Germany,0.07496568252509632
