feature,mean_importance
Country_Canada,-0.03606914254688265
GDP Growth Rate (%),-0.03440661387969866
Stock Index Value,-0.021634473538134545
Country_India,-0.01182832628848085
Country_USA,-0.011704660595214156
Country_France,0.002613537245656694
Unemployment Rate (%),0.016897497649434358
Interest Rate (%),0.017515564864138078
Country_UK,0.025277150214566335
Country_Brazil,0.03048253530990448
Country_Germany,0.03320395130217664
Country_China,0.033262142546247556
Country_Japan,0.038468965741175865
Country_Australia,0.05484897773998472
