feature,mean_importance
Stock Index Value,-0.022951889411572203
Interest Rate (%),-0.016368136444300775
Country_China,-0.006391005999634336
Country_France,-0.00221128110112061
Country_India,-0.0021416224891011915
Country_Japan,-0.0019695194584583133
Country_Brazil,-0.0014125225325078983
Country_UK,-0.0014014869693657506
Country_Australia,-0.0006507658920156701
Country_Canada,0.0016573619359880887
Country_Germany,0.004724622828787916
Country_USA,0.007601030933877029
GDP Growth Rate (%),0.02623084270067775
Unemployment Rate (%),0.09007412858057648
