feature,mean_importance
Country_Germany,-0.017993917299934204
Country_Brazil,-0.006332999014007435
GDP Growth Rate (%),-0.004894852915414316
Country_Japan,-0.002000713344783822
Country_USA,-0.001835969794420178
Country_India,-0.0015232715086801684
Unemployment Rate (%),-0.0015168127334363123
Country_Australia,0.0
Country_UK,0.00022236316084527362
Country_China,0.00032535890540787984
Country_Canada,0.0020787237130785565
Country_France,0.00246281225979732
Stock Index Value,0.0031862037373823426
Interest Rate (%),0.007594602230065184
