feature,shap_importance
Stock Index Value,0.08396888603104276
Unemployment Rate (%),0.053616689242551696
Interest Rate (%),0.039036841536383544
GDP Growth Rate (%),0.034588343923718484
Country_Japan,0.00958288264477117
Country_Australia,0.007206573692152279
Country_USA,0.006548056514423787
Country_Germany,0.0037730385831078344
Country_Canada,0.0025896715620175445
Country_France,0.0018690376129292827
Country_China,0.0018076119962024129
Country_Brazil,0.0014475040424262705
Country_India,0.0014469166073534823
Country_UK,0.0008633976915797901
