feature,mean_importance
Country_Germany,-0.0029043911173222137
GDP Growth Rate (%),-0.001993413516672993
Country_Australia,-0.0007223645283910951
Country_China,-0.0006817123961932569
Country_Japan,-0.0004404922531379807
Country_Canada,-0.00033199362114837426
Country_Brazil,-3.163897838265317e-05
Country_India,0.0003839864314341357
Country_UK,0.0005223656251199804
Country_France,0.0005843573367440458
Country_USA,0.0013964491052733895
Stock Index Value,0.004947500134203952
Interest Rate (%),0.006777440099102661
Unemployment Rate (%),0.02966109707776037
