feature,mean_importance
Stock Index Value,-0.027850565159900455
Country_Japan,-0.010354321295608404
GDP Growth Rate (%),-0.007840177691722294
Country_Germany,-0.004775466224207126
Country_China,-0.0016239626311762567
Country_Australia,-0.0013228755516052181
Country_UK,-7.458592774005624e-05
Country_India,-4.267055424334032e-06
Country_Brazil,5.614091054924053e-05
Country_France,0.001015819379788896
Country_Canada,0.0022551059632363035
Country_USA,0.0047824003102002076
Unemployment Rate (%),0.021467663152934822
Interest Rate (%),0.03016223450202089
