feature,shap_importance
GDP Growth Rate (%),0.03569375355411916
Unemployment Rate (%),0.03553057339221812
Interest Rate (%),0.034149564695384646
Stock Index Value,0.030107625680939772
Country_Germany,0.010199167864653995
Country_USA,0.008791582662540794
Country_Canada,0.005975181622167882
Country_Australia,0.002819745733330896
Country_China,0.002196558073266312
Country_India,0.0021486864576947826
Country_UK,0.0018981833249286345
Country_France,0.0014215070341664956
Country_Japan,0.0008096079749255863
Country_Brazil,0.0007548275533753449
