feature,shap_importance
Stock Index Value,0.05335747652266157
Unemployment Rate (%),0.05118479908835465
Interest Rate (%),0.0421986473866868
GDP Growth Rate (%),0.025747727946571132
Country_Germany,0.005557992747719463
Country_Australia,0.00508953992055112
Country_India,0.004024563434885344
Country_Japan,0.003937828885442765
Country_USA,0.0036285206368520937
Country_UK,0.002866151635917539
Country_Canada,0.0017501339112303263
Country_China,0.001534867401081214
Country_Brazil,0.0011382149182095908
Country_France,0.0005427826844463389
