feature,shap_importance
Interest Rate (%),0.03136473
Unemployment Rate (%),0.030598436
GDP Growth Rate (%),0.015803399
Stock Index Value,0.012633508
Country_Canada,0.0058259917
Country_Brazil,0.005703458
Country_Germany,0.00064724765
Country_Japan,0.0005062955
Country_Australia,0.0
Country_China,0.0
Country_France,0.0
Country_India,0.0
Country_UK,0.0
Country_USA,0.0
