feature,mean_importance
Interest Rate (%),-0.013952171251583056
Country_UK,-0.00740176357955824
Country_China,-0.004696769160076375
Country_Japan,-0.0012176609860385934
Country_Germany,-0.00024213630685103736
Country_Brazil,0.0
Country_Canada,0.0
Country_France,0.00013355807806560981
Country_Australia,0.00019433150040146785
Country_India,0.0006410367824116747
Country_USA,0.002731834163680613
GDP Growth Rate (%),0.004609337539768754
Unemployment Rate (%),0.021269396003171702
Stock Index Value,0.021648968025865977
