feature,mean_importance
Stock Index Value,-0.03304783717162711
Country_Japan,-0.02770477030776053
Country_Germany,-0.012255449126249873
Country_Canada,-0.007675003366072098
Country_Australia,-0.0013804722659346291
Country_Brazil,0.0002285228748249768
Country_USA,0.000922438081386212
GDP Growth Rate (%),0.001704791187107313
Country_France,0.003606290560620984
Country_UK,0.013581054760115351
Country_China,0.015434341288650465
Country_India,0.01681780202496741
Interest Rate (%),0.018432535206947896
Unemployment Rate (%),0.03413212106373285
