feature,mean_importance
GDP Growth Rate (%),-0.0006627112666513834
Country_Australia,-2.819333758954379e-05
Country_Brazil,-1.4809502369406147e-05
Country_Germany,-8.162567609071303e-06
Country_India,3.367882014182477e-05
Country_Canada,4.001973207810039e-05
Country_USA,6.28677438246239e-05
Country_UK,6.632204467700298e-05
Interest Rate (%),8.403680382560453e-05
Unemployment Rate (%),0.00014666632981961137
Stock Index Value,0.00022556668549018611
Country_China,0.00026339777783692677
Country_France,0.00026976257893407407
Country_Japan,0.00036270755939065146
