feature,mean_importance
Stock Index Value,-0.030502311359264223
Country_Brazil,-0.019427459722988316
Country_Germany,-0.015172507880829245
Country_UK,-0.004403423653280192
Country_USA,-0.004022731262647294
Country_Japan,-0.003566592814138558
Country_China,-0.0034308950356595645
Unemployment Rate (%),-0.0022982691212228177
Country_India,-0.0018316870718149136
Country_Canada,0.0008706340510232114
Interest Rate (%),0.0028496130458200318
Country_Australia,0.004071556310649283
GDP Growth Rate (%),0.010692033695153725
Country_France,0.017015925962721522
