feature,mean_importance
GDP Growth Rate (%),-0.029482695667084703
Interest Rate (%),-0.010541531876117904
Stock Index Value,-0.0054345149825473895
Country_India,-0.004341746241193656
Country_Australia,-0.00020888111287198363
Country_UK,0.00286703035766962
Country_USA,0.005526640265036864
Country_France,0.009371849792578634
Country_Brazil,0.010060640022835266
Country_Japan,0.01168265924360492
Country_China,0.012158025251610605
Country_Germany,0.013869801915498359
Country_Canada,0.016161340022208037
Unemployment Rate (%),0.026686554634062755
