feature,mean_importance
Interest Rate (%),-0.09323551329237109
Country_France,-0.049017786474923095
Country_UK,-0.046993093008336206
Country_Australia,-0.04197742350805718
Country_USA,-0.030345942938458492
Country_Japan,-0.028110522249666925
Stock Index Value,-0.02045545662206285
Country_Brazil,-0.015102388907243336
Country_China,-0.013722277570474572
Unemployment Rate (%),-0.011122189243992687
Country_Canada,-0.006414471309518355
Country_Germany,-0.006372686523941429
Country_India,0.02045502186066477
GDP Growth Rate (%),0.10539466788442327
