feature,mean_importance
Country_India,-0.05136645611493096
Country_USA,-0.02609045276019022
Country_Australia,-0.016304955443670232
Country_Canada,-0.010921898045718859
Country_Japan,-0.00933916830468009
Interest Rate (%),-0.002047691785262007
Stock Index Value,-0.0012276898652137547
GDP Growth Rate (%),0.012601902082043637
Country_France,0.02001991855720946
Country_Brazil,0.026549367036881
Country_UK,0.0289831728955396
Unemployment Rate (%),0.029312907228962848
Country_China,0.03940106521727675
Country_Germany,0.049525135467820246
