feature,mean_importance
Stock Index Value,-0.07210986657493704
Country_China,-0.04110297981233733
Country_Canada,-0.026991938288258722
Country_Brazil,-0.018738598221576464
Interest Rate (%),-0.007203021585918812
GDP Growth Rate (%),-0.006318536158733057
Country_USA,-0.004414041270054092
Country_Japan,0.009039201729612322
Unemployment Rate (%),0.011270211826752207
Country_Australia,0.014097404464591535
Country_India,0.029252811015910797
Country_Germany,0.03715371510791874
Country_UK,0.04453944978984396
Country_France,0.045220474515195355
