feature,mean_importance
Country_USA,-0.034177221017751294
Country_Japan,-0.025776840045513373
Country_UK,-0.023193637728276807
GDP Growth Rate (%),-0.021277905471262893
Unemployment Rate (%),-0.01276086685405533
Country_France,-0.008949177015954568
Country_India,-0.0037627152236543006
Country_Brazil,-0.0021736392998650935
Stock Index Value,0.0020239618381249656
Country_Australia,0.01089469842521309
Country_China,0.01622924106372481
Country_Canada,0.01762061914524149
Interest Rate (%),0.0422765639346542
Country_Germany,0.05752375935340566
