feature,shap_importance
Unemployment Rate (%),0.08584557174825266
GDP Growth Rate (%),0.03975605881569873
Stock Index Value,0.03923798955500194
Interest Rate (%),0.03515764428200278
Country_USA,0.010717887371544901
Country_Brazil,0.005135863097722316
Country_India,0.005023017959830399
Country_Canada,0.0048367279784919505
Country_China,0.0012853791853231038
Country_Japan,0.00098700370863174
Country_Australia,0.000973645564650568
Country_UK,0.0005908035050398773
Country_France,0.0
Country_Germany,0.0
