feature,shap_importance
Unemployment Rate (%),0.06896498230376334
Stock Index Value,0.04423149539466741
GDP Growth Rate (%),0.040169926686992354
Interest Rate (%),0.026578213718832337
Country_Canada,0.02055070762988228
Country_Brazil,0.0030958139656629686
Country_France,0.0024944432212724876
Country_China,0.0016946127707822705
Country_UK,0.0016249875413728385
Country_Australia,0.0014745320552676786
Country_USA,0.0014383560221315403
Country_Germany,0.0009637258639839297
Country_India,0.0
Country_Japan,0.0
