feature,shap_importance
Unemployment Rate (%),0.07150162540403403
Stock Index Value,0.03336061539076714
GDP Growth Rate (%),0.030039411531089116
Interest Rate (%),0.020963397208860417
Country_USA,0.016629420740993696
Country_Brazil,0.005084497095285617
Country_India,0.003880360158938552
Country_Canada,0.003610753639135416
Country_China,0.0016890008405307892
Country_UK,0.0012946822409098788
Country_Germany,0.0008620964211051502
Country_Australia,0.00028131721893197834
Country_Japan,0.00021146615197304886
Country_France,0.0
