feature,mean_importance
Country_Australia,-0.02057114657758785
Country_China,-0.009543041869607726
Country_Germany,-0.007562138994962875
Unemployment Rate (%),-0.0034209160082838697
Country_USA,0.0032751881373817683
GDP Growth Rate (%),0.004825390111326456
Country_Brazil,0.006595376191489244
Country_UK,0.012267292282761622
Stock Index Value,0.013098664765500168
Country_Canada,0.014426466450022036
Country_Japan,0.015455465779075306
Country_France,0.019253026572618938
Country_India,0.02301712037695065
Interest Rate (%),0.035109566647435496
