feature,mean_importance
Country_USA,-0.011265636223705711
Country_Brazil,-0.0019526424885050186
Country_India,-0.001855201308885146
Country_UK,-0.00027441946015231976
Country_China,-0.00015214161327126163
Country_France,0.0
Country_Japan,0.0
Country_Canada,1.6353303478711112e-05
Country_Australia,0.00020282548389709553
Country_Germany,0.00039257199895263993
Stock Index Value,0.004283102751259626
Interest Rate (%),0.021409028573941936
GDP Growth Rate (%),0.03862753632328877
Unemployment Rate (%),0.04403291353564405
