feature,shap_importance
Unemployment Rate (%),0.07234721835677774
Stock Index Value,0.0340458165531337
GDP Growth Rate (%),0.030060382273555612
Interest Rate (%),0.02098052921496603
Country_USA,0.01640704944594857
Country_Brazil,0.005084497095285617
Country_India,0.003880360158938552
Country_Canada,0.003610753639135416
Country_China,0.0018134577878840038
Country_UK,0.0012946822409098788
Country_Germany,0.000742675319211191
Country_Australia,0.00028131721893197834
Country_France,0.0
Country_Japan,0.0
