feature,mean_importance
Country_China,-0.015282218676527615
Country_Canada,-0.007952626952684972
Country_France,-0.0076300280394766325
Country_Japan,-0.005526251749811362
Country_Germany,-0.0035731572576239933
Stock Index Value,-0.0011720087253197953
Country_UK,-0.0004692436196742644
Country_Australia,0.0011213838596002557
Country_India,0.001321284062169914
Interest Rate (%),0.004769409555457527
GDP Growth Rate (%),0.005280252013835618
Country_Brazil,0.008691400718592002
Country_USA,0.008783026321673448
Unemployment Rate (%),0.023540073664721727
