feature,shap_importance
Unemployment Rate (%),0.08340859726324518
Stock Index Value,0.04478089301873318
GDP Growth Rate (%),0.040948793563633505
Interest Rate (%),0.03566249266106383
Country_USA,0.012948724850184893
Country_Brazil,0.0054121230205320045
Country_India,0.0048637564450535135
Country_Canada,0.003845485212739307
Country_Japan,0.0015752126325993114
Country_Australia,0.0008667820270669686
Country_China,0.0007942393770749292
Country_France,0.000751784134968612
Country_Germany,0.0005471164426581411
Country_UK,0.0004993058565928813
