feature,mean_importance
Country_USA,-0.011144534843988741
Country_India,-0.0040956976944653166
Country_Brazil,-0.0029699240660516326
Country_Australia,-0.0002814409694001263
Country_France,0.00020103208161024178
Country_UK,0.0003851191059286663
Country_China,0.0006269456402524298
Country_Japan,0.0008214045781098633
Country_Canada,0.000830475411923004
Country_Germany,0.0014364788096000946
Stock Index Value,0.009463634609538075
Interest Rate (%),0.03486784991966485
Unemployment Rate (%),0.04359237184504709
GDP Growth Rate (%),0.04613432101226862
