feature,mean_importance
Stock Index Value,-0.054952258978148726
Country_Australia,-0.012968123822230648
Country_UK,-0.0098600973519968
Country_Canada,-0.00653723743135588
Unemployment Rate (%),0.00038334191448567977
Country_China,0.0017244823527663212
Country_France,0.0026192651034524063
Country_India,0.004227209838367552
Interest Rate (%),0.007437421607451267
Country_Germany,0.013638480721684365
Country_Japan,0.016597287000149084
Country_USA,0.027838580199016326
GDP Growth Rate (%),0.031126648035065596
Country_Brazil,0.035345744649947
