feature,mean_importance
Unemployment Rate (%),-0.046798530579767975
Country_Brazil,-0.032229818403222185
Country_China,-0.030724754804140008
GDP Growth Rate (%),-0.024746441867896117
Country_India,-0.024436292270577198
Country_Japan,-0.018667679011796202
Interest Rate (%),-0.01634901321077198
Country_France,-0.007857721558160913
Country_UK,-0.006082830821841023
Stock Index Value,0.0030932526522340353
Country_Australia,0.016569754938210536
Country_Germany,0.026775049981285593
Country_Canada,0.03105032015564495
Country_USA,0.046895826100314106
