feature,mean_importance
Country_Japan,-0.024652452374735744
Country_USA,-0.021992294816648307
Country_India,-0.019078397567523896
Country_Canada,-0.014026752721328384
Stock Index Value,-0.013145152189928977
Interest Rate (%),-0.009363929918373981
GDP Growth Rate (%),-0.005646417864969044
Country_Australia,-0.0037561149339821577
Country_China,-0.003312069791004868
Country_UK,-0.00013708215396628364
Country_Brazil,0.0006208171923782091
Country_Germany,0.0008828105414456333
Unemployment Rate (%),0.0011368746841058375
Country_France,0.007960560436095276
