feature,mean_importance
Unemployment Rate (%),-0.05632645271626533
Country_Brazil,-0.03942931682364383
Country_India,-0.02744705341186684
Country_Germany,-0.027284295996267895
Country_China,-0.01979337702284356
Stock Index Value,-0.007232257038603506
Country_UK,0.0037983993042197905
Country_Australia,0.00809945931971221
Country_USA,0.01044573632476089
Interest Rate (%),0.010765062181155782
Country_Japan,0.013442904248775945
Country_Canada,0.014056648104824187
GDP Growth Rate (%),0.02541337288614831
Country_France,0.03824585408151635
