feature,shap_importance
GDP Growth Rate (%),0.0571715463336126
Unemployment Rate (%),0.03905885726928762
Stock Index Value,0.027545953528377697
Interest Rate (%),0.022343775258112493
Country_USA,0.005813210711455166
Country_Germany,0.003030192656040177
Country_UK,0.002827243475194853
Country_Canada,0.002137130594134067
Country_China,0.0014085983431728686
Country_Australia,0.001239962911458761
Country_Brazil,0.0010512744934315806
Country_India,0.0005962924716155225
Country_France,0.0
Country_Japan,0.0
