feature,mean_importance
GDP Growth Rate (%),-0.03412660841537536
Stock Index Value,-0.010323410229114116
Unemployment Rate (%),-0.006691589868824033
Country_USA,-0.0025562536923878776
Country_Canada,-0.0009541080829605919
Country_Brazil,-0.0007772410237338434
Country_China,-0.0007093184081087278
Country_UK,-0.00048800439237148827
Country_Germany,-0.00047851684786313073
Country_Australia,-0.0004733330209737652
Country_India,-0.0004408207205158554
Country_France,0.0
Country_Japan,0.0
Interest Rate (%),0.00484201803871116
