feature,shap_importance
Interest Rate (%),0.035219724021382334
Stock Index Value,0.033640944951319425
Unemployment Rate (%),0.029704578621636186
GDP Growth Rate (%),0.02581351985319853
Country_UK,0.003342969550502639
Country_Brazil,0.002720078490875322
Country_Canada,0.001805454807290674
Country_Germany,0.0014301490967298697
Country_India,0.0009078638702993266
Country_China,0.000739696988182302
Country_Japan,0.0006129569445959879
Country_France,0.0005892801101834728
Country_Australia,0.00016041666236040196
Country_USA,0.00011585886774371822
