feature,shap_importance
Unemployment Rate (%),0.06618861313527631
Stock Index Value,0.04192661186653238
GDP Growth Rate (%),0.02484477169569074
Interest Rate (%),0.024487255434861802
Country_USA,0.020681308876537324
Country_Canada,0.00614172215556875
Country_India,0.0061104657726612326
Country_Brazil,0.003949588724562738
Country_UK,0.0014570773077089468
Country_Germany,0.0010315939274657617
Country_China,0.0004621689612672048
Country_Australia,0.00039799851264967184
Country_Japan,0.00020337262270521357
Country_France,0.0
