feature,mean_importance
Country_USA,-0.014265313986613525
Country_India,-0.003715751025760561
Country_Brazil,-0.0016609063639788425
Country_UK,-0.00027285126778133775
Country_China,-6.111474961900676e-05
Country_France,0.0
Country_Japan,8.028075203276863e-05
Country_Australia,9.322327979623956e-05
Country_Canada,0.00027084469878349007
Country_Germany,0.002815689435971347
Stock Index Value,0.004295256276737236
Interest Rate (%),0.024368853989874716
GDP Growth Rate (%),0.02763297153974329
Unemployment Rate (%),0.03950261933631309
