feature,mean_importance
GDP Growth Rate (%),-0.02417080755781322
Interest Rate (%),-0.007984699628737713
Country_Germany,-0.0014864749305141922
Country_China,-0.00044340832756799563
Country_France,-0.0003390650735550338
Country_Brazil,0.0
Country_USA,3.602900608346005e-06
Country_India,0.000237099763652604
Country_Japan,0.00033986086300514807
Country_Australia,0.0003426820151125609
Stock Index Value,0.000354949018911177
Country_Canada,0.0005896695566927513
Country_UK,0.001025797436120457
Unemployment Rate (%),0.008463508583208301
