feature,mean_importance
GDP Growth Rate (%),-0.00692578068374754
Country_USA,-0.006137870054765182
Interest Rate (%),-0.004201391597365855
Country_India,-0.0019012042555274001
Stock Index Value,-0.0017649154252048049
Country_Australia,-0.001537123848128452
Country_Japan,-0.0005465400875914294
Country_France,-0.0003406618175703535
Country_Germany,0.00010034688275166737
Country_Canada,0.00012791013593718147
Country_Brazil,0.0002353786248566969
Country_China,0.0006930753714453175
Country_UK,0.001274577571029889
Unemployment Rate (%),0.0012894106538835714
